date, Grid load forecast, Wind power forecast,OT
2017/7/15 19:00,34133.0,520.0,26.99
2017/7/15 20:00,33478.0,407.0,26.79
2017/7/15 21:00,33228.0,330.0,26.74
2017/7/15 22:00,32986.0,406.0,26.64
2017/7/15 23:00,32112.0,576.0,26.33
2017/7/16 0:00,30948.0,621.0,26.62
2017/7/16 1:00,29993.0,770.0,26.23
2017/7/16 2:00,29373.0,914.0,26.07
2017/7/16 3:00,28945.0,1054.0,25.52
2017/7/16 4:00,28508.0,1224.0,24.24
2017/7/16 5:00,28431.0,1408.0,23.91
2017/7/16 6:00,28930.0,1612.0,24.41
2017/7/16 7:00,29951.0,1844.0,24.88
2017/7/16 8:00,31295.0,2024.0,24.69
2017/7/16 9:00,32142.0,2013.0,24.93
2017/7/16 10:00,33393.0,1937.0,25.41
2017/7/16 11:00,34028.0,1820.0,25.37
2017/7/16 12:00,34254.0,1779.0,25.15
2017/7/16 13:00,34315.0,1871.0,24.89
2017/7/16 14:00,34176.0,1969.0,24.5
2017/7/16 15:00,34100.0,1959.0,24.38
2017/7/16 16:00,34370.0,1956.0,25.1
2017/7/16 17:00,34650.0,1966.0,25.46
2017/7/16 18:00,34835.0,1996.0,25.82
2017/7/16 19:00,34472.0,2006.0,26.08
2017/7/16 20:00,34098.0,1925.0,26.07
2017/7/16 21:00,33967.0,1831.0,26.28
2017/7/16 22:00,33635.0,1809.0,26.23
2017/7/16 23:00,32525.0,1845.0,25.51
2017/7/17 0:00,30787.0,1717.0,24.63
2017/7/17 1:00,29806.0,1680.0,23.53
2017/7/17 2:00,29433.0,1658.0,22.77
2017/7/17 3:00,29268.0,1568.0,22.62
2017/7/17 4:00,29241.0,1443.0,22.82
2017/7/17 5:00,30259.0,1413.0,24.19
2017/7/17 6:00,32946.0,1483.0,25.47
2017/7/17 7:00,35953.0,1592.0,26.45
2017/7/17 8:00,36643.0,1775.0,26.82
2017/7/17 9:00,37675.0,1930.0,26.98
2017/7/17 10:00,38403.0,2094.0,26.92
2017/7/17 11:00,38730.0,2239.0,26.77
2017/7/17 12:00,38782.0,2340.0,26.63
2017/7/17 13:00,38821.0,2468.0,26.47
2017/7/17 14:00,38571.0,2611.0,26.32
2017/7/17 15:00,38199.0,2717.0,26.08
2017/7/17 16:00,37821.0,2810.0,26.14
2017/7/17 17:00,37751.0,2756.0,26.22
2017/7/17 18:00,37493.0,2629.0,26.38
2017/7/17 19:00,36961.0,2449.0,26.42
2017/7/17 20:00,36109.0,2188.0,26.22
2017/7/17 21:00,35634.0,1952.0,26.08
2017/7/17 22:00,34887.0,1852.0,25.73
2017/7/17 23:00,33351.0,1854.0,25.02
2017/7/18 0:00,31517.0,1804.0,24.38
2017/7/18 1:00,30580.0,1763.0,23.68
2017/7/18 2:00,30075.0,1770.0,23.08
2017/7/18 3:00,29860.0,1781.0,22.98
2017/7/18 4:00,29824.0,1725.0,22.83
2017/7/18 5:00,30770.0,1593.0,24.03
2017/7/18 6:00,33225.0,1459.0,25.71
2017/7/18 7:00,36034.0,1487.0,26.42
2017/7/18 8:00,37821.0,1538.0,26.86
2017/7/18 9:00,37261.0,1432.0,27.03
2017/7/18 10:00,37934.0,1349.0,27.11
2017/7/18 11:00,38184.0,1276.0,26.99
2017/7/18 12:00,38245.0,1236.0,26.85
2017/7/18 13:00,38217.0,1194.0,26.78
2017/7/18 14:00,37996.0,1158.0,26.67
2017/7/18 15:00,37573.0,1116.0,26.64
2017/7/18 16:00,37133.0,1070.0,26.48
2017/7/18 17:00,37000.0,955.0,26.44
2017/7/18 18:00,36675.0,826.0,26.44
2017/7/18 19:00,36203.0,736.0,26.42
2017/7/18 20:00,35476.0,608.0,26.35
2017/7/18 21:00,35005.0,444.0,26.35
2017/7/18 22:00,34369.0,335.0,26.17
2017/7/18 23:00,33031.0,293.0,25.63
2017/7/19 0:00,31367.0,275.0,24.99
2017/7/19 1:00,30370.0,253.0,24.36
2017/7/19 2:00,29908.0,224.0,24.19
2017/7/19 3:00,29690.0,183.0,24.0
2017/7/19 4:00,29626.0,141.0,24.07
2017/7/19 5:00,30527.0,117.0,24.59
2017/7/19 6:00,32755.0,102.0,25.81
2017/7/19 7:00,35432.0,116.0,26.52
2017/7/19 8:00,36356.0,141.0,26.87
2017/7/19 9:00,37209.0,171.0,27.1
2017/7/19 10:00,37741.0,218.0,27.21
2017/7/19 11:00,37908.0,249.0,27.14
2017/7/19 12:00,37802.0,288.0,26.9
2017/7/19 13:00,37665.0,362.0,26.85
2017/7/19 14:00,37312.0,473.0,26.87
2017/7/19 15:00,36915.0,643.0,26.99
2017/7/19 16:00,36511.0,812.0,26.99
2017/7/19 17:00,36293.0,947.0,26.91
2017/7/19 18:00,35955.0,1071.0,26.81
2017/7/19 19:00,35573.0,1220.0,26.6
2017/7/19 20:00,34763.0,1405.0,26.4
2017/7/19 21:00,34370.0,1529.0,26.28
2017/7/19 22:00,33725.0,1686.0,26.03
2017/7/19 23:00,32406.0,1790.0,25.47
2017/7/20 0:00,30822.0,1730.0,25.69
2017/7/20 1:00,29782.0,1770.0,24.31
2017/7/20 2:00,29307.0,1761.0,24.12
2017/7/20 3:00,29073.0,1788.0,24.13
2017/7/20 4:00,29019.0,1783.0,24.06
2017/7/20 5:00,29935.0,1778.0,24.86
2017/7/20 6:00,32149.0,1838.0,26.64
2017/7/20 7:00,34661.0,1875.0,27.2
2017/7/20 8:00,35885.0,1990.0,27.52
2017/7/20 9:00,36779.0,2084.0,27.66
2017/7/20 10:00,37483.0,2068.0,27.8
2017/7/20 11:00,37741.0,1958.0,27.77
2017/7/20 12:00,37681.0,1846.0,27.77
2017/7/20 13:00,37459.0,1724.0,27.72
2017/7/20 14:00,37175.0,1546.0,27.56
2017/7/20 15:00,36772.0,1324.0,27.5
2017/7/20 16:00,36478.0,1144.0,27.49
2017/7/20 17:00,36393.0,1028.0,27.58
2017/7/20 18:00,36150.0,959.0,27.63
2017/7/20 19:00,35633.0,906.0,27.65
2017/7/20 20:00,34858.0,879.0,27.37
2017/7/20 21:00,34477.0,858.0,27.37
2017/7/20 22:00,33832.0,832.0,27.17
2017/7/20 23:00,32422.0,804.0,26.65
2017/7/21 0:00,30541.0,967.0,26.74
2017/7/21 1:00,29471.0,944.0,26.08
2017/7/21 2:00,29000.0,911.0,25.96
2017/7/21 3:00,28778.0,849.0,25.41
2017/7/21 4:00,28693.0,800.0,25.45
2017/7/21 5:00,29626.0,788.0,26.65
2017/7/21 6:00,31947.0,868.0,27.55
2017/7/21 7:00,34648.0,930.0,27.83
2017/7/21 8:00,35710.0,885.0,27.93
2017/7/21 9:00,36803.0,809.0,28.16
2017/7/21 10:00,37428.0,789.0,28.16
2017/7/21 11:00,37559.0,712.0,28.14
2017/7/21 12:00,37506.0,600.0,27.99
2017/7/21 13:00,37283.0,549.0,27.8
2017/7/21 14:00,36809.0,528.0,27.8
2017/7/21 15:00,36282.0,488.0,27.75
2017/7/21 16:00,35788.0,427.0,27.86
2017/7/21 17:00,35629.0,344.0,27.83
2017/7/21 18:00,35350.0,267.0,27.87
2017/7/21 19:00,34727.0,218.0,27.92
2017/7/21 20:00,33804.0,190.0,27.71
2017/7/21 21:00,33358.0,159.0,27.65
2017/7/21 22:00,32899.0,142.0,27.66
2017/7/21 23:00,31759.0,142.0,27.45
2017/7/22 0:00,30399.0,539.0,27.14
2017/7/22 1:00,29382.0,590.0,26.83
2017/7/22 2:00,28811.0,674.0,26.68
2017/7/22 3:00,28431.0,738.0,26.52
2017/7/22 4:00,28036.0,750.0,26.18
2017/7/22 5:00,27985.0,741.0,26.09
2017/7/22 6:00,28504.0,782.0,26.45
2017/7/22 7:00,29596.0,915.0,26.76
2017/7/22 8:00,31036.0,1043.0,27.2
2017/7/22 9:00,32580.0,1071.0,27.41
2017/7/22 10:00,33391.0,1121.0,27.53
2017/7/22 11:00,33553.0,1196.0,27.48
2017/7/22 12:00,33463.0,1299.0,27.18
2017/7/22 13:00,33214.0,1402.0,27.02
2017/7/22 14:00,32917.0,1482.0,26.89
2017/7/22 15:00,32787.0,1546.0,26.95
2017/7/22 16:00,32917.0,1518.0,26.97
2017/7/22 17:00,33184.0,1524.0,27.19
2017/7/22 18:00,33255.0,1593.0,27.31
2017/7/22 19:00,32821.0,1491.0,27.2
2017/7/22 20:00,32232.0,1298.0,27.02
2017/7/22 21:00,32044.0,1226.0,27.01
2017/7/22 22:00,31781.0,1304.0,26.8
2017/7/22 23:00,30879.0,1365.0,26.47
2017/7/23 0:00,29813.0,1685.0,26.74
2017/7/23 1:00,28882.0,1799.0,26.11
2017/7/23 2:00,28319.0,1909.0,25.48
2017/7/23 3:00,27949.0,2018.0,23.54
2017/7/23 4:00,27537.0,2050.0,22.12
2017/7/23 5:00,27357.0,2021.0,22.86
2017/7/23 6:00,27789.0,1944.0,22.37
2017/7/23 7:00,28787.0,1975.0,23.85
2017/7/23 8:00,29652.0,1983.0,25.13
2017/7/23 9:00,31080.0,1878.0,26.09
2017/7/23 10:00,32216.0,1778.0,26.33
2017/7/23 11:00,32787.0,1655.0,26.81
2017/7/23 12:00,32947.0,1589.0,26.73
2017/7/23 13:00,32978.0,1515.0,25.91
2017/7/23 14:00,32844.0,1356.0,24.92
2017/7/23 15:00,32798.0,1259.0,25.27
2017/7/23 16:00,32930.0,1323.0,25.7
2017/7/23 17:00,33205.0,1307.0,26.6
2017/7/23 18:00,33404.0,1281.0,27.1
2017/7/23 19:00,33291.0,1181.0,27.18
2017/7/23 20:00,32928.0,947.0,27.1
2017/7/23 21:00,32947.0,794.0,27.13
2017/7/23 22:00,32637.0,775.0,27.01
2017/7/23 23:00,31422.0,765.0,26.65
2017/7/24 0:00,29958.0,740.0,26.53
2017/7/24 1:00,29030.0,652.0,26.05
2017/7/24 2:00,28644.0,571.0,25.89
2017/7/24 3:00,28479.0,494.0,25.63
2017/7/24 4:00,28452.0,427.0,25.65
2017/7/24 5:00,29281.0,375.0,26.28
2017/7/24 6:00,31705.0,332.0,27.04
2017/7/24 7:00,34536.0,313.0,27.63
2017/7/24 8:00,35472.0,305.0,27.97
2017/7/24 9:00,36570.0,295.0,28.3
2017/7/24 10:00,37263.0,296.0,28.6
2017/7/24 11:00,37550.0,333.0,28.5
2017/7/24 12:00,37544.0,344.0,28.65
2017/7/24 13:00,37564.0,359.0,28.57
2017/7/24 14:00,37278.0,397.0,28.32
2017/7/24 15:00,36884.0,467.0,28.24
2017/7/24 16:00,36492.0,518.0,27.95
2017/7/24 17:00,36484.0,534.0,27.85
2017/7/24 18:00,36260.0,525.0,28.0
2017/7/24 19:00,35795.0,512.0,27.9
2017/7/24 20:00,35041.0,489.0,27.59
2017/7/24 21:00,34579.0,461.0,27.46
2017/7/24 22:00,33832.0,429.0,27.45
2017/7/24 23:00,32276.0,410.0,26.77
2017/7/25 0:00,30573.0,603.0,27.08
2017/7/25 1:00,29608.0,652.0,26.89
2017/7/25 2:00,29115.0,734.0,26.33
2017/7/25 3:00,28919.0,827.0,26.31
2017/7/25 4:00,28891.0,932.0,25.63
2017/7/25 5:00,29779.0,1036.0,26.19
2017/7/25 6:00,32004.0,1050.0,27.14
2017/7/25 7:00,34638.0,1073.0,27.41
2017/7/25 8:00,35453.0,1112.0,27.71
2017/7/25 9:00,36466.0,1101.0,27.96
2017/7/25 10:00,37205.0,1108.0,28.13
2017/7/25 11:00,37517.0,1154.0,28.11
2017/7/25 12:00,37630.0,1202.0,27.98
2017/7/25 13:00,37421.0,1248.0,27.77
2017/7/25 14:00,37161.0,1274.0,27.63
2017/7/25 15:00,36800.0,1256.0,27.54
2017/7/25 16:00,36406.0,1183.0,27.45
2017/7/25 17:00,36346.0,1138.0,27.5
2017/7/25 18:00,36086.0,1076.0,27.7
2017/7/25 19:00,35607.0,980.0,27.59
2017/7/25 20:00,34799.0,935.0,27.42
2017/7/25 21:00,34362.0,921.0,27.34
2017/7/25 22:00,33693.0,941.0,27.27
2017/7/25 23:00,32294.0,931.0,27.02
2017/7/26 0:00,30657.0,932.0,25.95
2017/7/26 1:00,29572.0,849.0,24.21
2017/7/26 2:00,29080.0,803.0,23.33
2017/7/26 3:00,28905.0,792.0,21.51
2017/7/26 4:00,28827.0,759.0,21.58
2017/7/26 5:00,29656.0,716.0,24.91
2017/7/26 6:00,31836.0,650.0,26.9
2017/7/26 7:00,34459.0,583.0,27.39
2017/7/26 8:00,35472.0,531.0,27.79
2017/7/26 9:00,36508.0,488.0,27.94
2017/7/26 10:00,37213.0,462.0,28.15
2017/7/26 11:00,37505.0,447.0,28.05
2017/7/26 12:00,37531.0,426.0,28.06
2017/7/26 13:00,37327.0,424.0,27.93
2017/7/26 14:00,37016.0,415.0,27.95
2017/7/26 15:00,36654.0,400.0,27.71
2017/7/26 16:00,36322.0,362.0,27.52
2017/7/26 17:00,36187.0,309.0,27.35
2017/7/26 18:00,35889.0,264.0,27.34
2017/7/26 19:00,35442.0,217.0,27.28
2017/7/26 20:00,34628.0,176.0,27.19
2017/7/26 21:00,34290.0,153.0,27.2
2017/7/26 22:00,33653.0,154.0,27.2
2017/7/26 23:00,32288.0,183.0,26.89
2017/7/27 0:00,30702.0,174.0,27.28
2017/7/27 1:00,29616.0,239.0,26.01
2017/7/27 2:00,29121.0,322.0,23.93
2017/7/27 3:00,28843.0,426.0,23.09
2017/7/27 4:00,28807.0,539.0,23.68
2017/7/27 5:00,29680.0,583.0,26.18
2017/7/27 6:00,31892.0,563.0,27.48
2017/7/27 7:00,34484.0,592.0,27.75
2017/7/27 8:00,35007.0,614.0,28.04
2017/7/27 9:00,36175.0,597.0,28.21
2017/7/27 10:00,37044.0,654.0,28.47
2017/7/27 11:00,37437.0,680.0,28.42
2017/7/27 12:00,37544.0,661.0,28.37
2017/7/27 13:00,37571.0,697.0,28.34
2017/7/27 14:00,37328.0,732.0,28.6
2017/7/27 15:00,36946.0,769.0,28.4
2017/7/27 16:00,36622.0,807.0,28.27
2017/7/27 17:00,36486.0,795.0,28.16
2017/7/27 18:00,36161.0,761.0,28.08
2017/7/27 19:00,35612.0,679.0,28.01
2017/7/27 20:00,34813.0,555.0,27.78
2017/7/27 21:00,34458.0,443.0,27.66
2017/7/27 22:00,33722.0,407.0,27.59
2017/7/27 23:00,32218.0,416.0,27.46
2017/7/28 0:00,30574.0,524.0,27.91
2017/7/28 1:00,29474.0,505.0,27.63
2017/7/28 2:00,28990.0,498.0,26.81
2017/7/28 3:00,28746.0,517.0,26.01
2017/7/28 4:00,28657.0,555.0,25.71
2017/7/28 5:00,29549.0,603.0,26.91
2017/7/28 6:00,31819.0,585.0,27.72
2017/7/28 7:00,34591.0,556.0,27.79
2017/7/28 8:00,35457.0,643.0,28.5
2017/7/28 9:00,36694.0,782.0,28.69
2017/7/28 10:00,37417.0,910.0,28.6
2017/7/28 11:00,37592.0,1005.0,28.09
2017/7/28 12:00,37382.0,1115.0,27.3
2017/7/28 13:00,37162.0,1264.0,26.64
2017/7/28 14:00,36686.0,1408.0,26.41
2017/7/28 15:00,36197.0,1538.0,26.1
2017/7/28 16:00,35840.0,1658.0,26.65
2017/7/28 17:00,35696.0,1659.0,27.54
2017/7/28 18:00,35447.0,1617.0,27.57
2017/7/28 19:00,34778.0,1578.0,27.61
2017/7/28 20:00,33784.0,1531.0,27.07
2017/7/28 21:00,33417.0,1426.0,27.03
2017/7/28 22:00,32926.0,1343.0,27.01
2017/7/28 23:00,31729.0,1322.0,26.35
2017/7/29 0:00,30412.0,1270.0,26.45
2017/7/29 1:00,29477.0,1186.0,22.81
2017/7/29 2:00,28976.0,1110.0,19.18
2017/7/29 3:00,28641.0,1129.0,12.99
2017/7/29 4:00,28253.0,1174.0,9.88
2017/7/29 5:00,28166.0,1296.0,10.76
2017/7/29 6:00,28683.0,1519.0,13.58
2017/7/29 7:00,29866.0,1807.0,21.19
2017/7/29 8:00,31513.0,2172.0,23.66
2017/7/29 9:00,32951.0,2413.0,24.58
2017/7/29 10:00,33878.0,2637.0,25.47
2017/7/29 11:00,34098.0,2711.0,25.26
2017/7/29 12:00,33996.0,2757.0,24.53
2017/7/29 13:00,33816.0,2984.0,23.3
2017/7/29 14:00,33583.0,3148.0,22.1
2017/7/29 15:00,33507.0,3114.0,21.42
2017/7/29 16:00,33554.0,3021.0,22.07
2017/7/29 17:00,33848.0,2728.0,24.92
2017/7/29 18:00,33896.0,2373.0,26.42
2017/7/29 19:00,33466.0,1932.0,26.69
2017/7/29 20:00,32824.0,1464.0,26.68
2017/7/29 21:00,32653.0,1130.0,26.75
2017/7/29 22:00,32396.0,957.0,26.94
2017/7/29 23:00,31373.0,779.0,26.75
2017/7/30 0:00,30075.0,606.0,25.32
2017/7/30 1:00,29123.0,518.0,23.26
2017/7/30 2:00,28580.0,461.0,21.68
2017/7/30 3:00,28244.0,439.0,22.0
2017/7/30 4:00,27856.0,450.0,21.35
2017/7/30 5:00,27619.0,524.0,21.37
2017/7/30 6:00,28027.0,708.0,21.27
2017/7/30 7:00,28948.0,983.0,21.89
2017/7/30 8:00,30626.0,1210.0,23.37
2017/7/30 9:00,31974.0,1486.0,23.45
2017/7/30 10:00,32838.0,1918.0,24.8
2017/7/30 11:00,33327.0,2165.0,24.63
2017/7/30 12:00,33366.0,2326.0,24.83
2017/7/30 13:00,33320.0,2584.0,23.69
2017/7/30 14:00,33245.0,2655.0,22.96
2017/7/30 15:00,33252.0,2606.0,21.91
2017/7/30 16:00,33468.0,2474.0,20.74
2017/7/30 17:00,33944.0,2285.0,21.99
2017/7/30 18:00,34213.0,2197.0,23.9
2017/7/30 19:00,34061.0,1899.0,26.29
2017/7/30 20:00,33716.0,1577.0,26.73
2017/7/30 21:00,33618.0,1416.0,27.04
2017/7/30 22:00,33073.0,1243.0,27.03
2017/7/30 23:00,31740.0,1091.0,26.36
2017/7/31 0:00,30200.0,1700.0,25.46
2017/7/31 1:00,29151.0,1464.0,25.06
2017/7/31 2:00,28726.0,1197.0,24.85
2017/7/31 3:00,28578.0,983.0,23.66
2017/7/31 4:00,28632.0,911.0,24.29
2017/7/31 5:00,29639.0,956.0,25.7
2017/7/31 6:00,32152.0,1033.0,26.75
2017/7/31 7:00,35080.0,1044.0,27.38
2017/7/31 8:00,37269.0,1079.0,27.67
2017/7/31 9:00,38147.0,1258.0,27.74
2017/7/31 10:00,38534.0,1464.0,27.73
2017/7/31 11:00,38411.0,1602.0,27.65
2017/7/31 12:00,38232.0,1711.0,27.55
2017/7/31 13:00,38127.0,1927.0,27.41
2017/7/31 14:00,37862.0,2097.0,27.31
2017/7/31 15:00,37472.0,2151.0,27.21
2017/7/31 16:00,36991.0,2113.0,27.12
2017/7/31 17:00,36871.0,1937.0,27.18
2017/7/31 18:00,36667.0,1701.0,27.24
2017/7/31 19:00,36243.0,1473.0,27.15
2017/7/31 20:00,35436.0,1214.0,27.06
2017/7/31 21:00,35099.0,1018.0,27.14
2017/7/31 22:00,34294.0,910.0,27.07
2017/7/31 23:00,32672.0,835.0,26.42
2017/8/1 0:00,31013.0,668.0,26.41
2017/8/1 1:00,29855.0,607.0,25.92
2017/8/1 2:00,29406.0,493.0,25.67
2017/8/1 3:00,29264.0,392.0,25.02
2017/8/1 4:00,29217.0,333.0,25.08
2017/8/1 5:00,30159.0,319.0,25.96
2017/8/1 6:00,32566.0,317.0,26.61
2017/8/1 7:00,35462.0,276.0,27.32
2017/8/1 8:00,37253.0,229.0,27.61
2017/8/1 9:00,38127.0,235.0,27.77
2017/8/1 10:00,38527.0,257.0,27.87
2017/8/1 11:00,38598.0,256.0,27.85
2017/8/1 12:00,38428.0,251.0,27.77
2017/8/1 13:00,38213.0,274.0,27.75
2017/8/1 14:00,38000.0,287.0,27.71
2017/8/1 15:00,37532.0,293.0,27.7
2017/8/1 16:00,37096.0,283.0,27.56
2017/8/1 17:00,37027.0,245.0,27.62
2017/8/1 18:00,36720.0,210.0,27.61
2017/8/1 19:00,36231.0,241.0,27.6
2017/8/1 20:00,35441.0,328.0,27.36
2017/8/1 21:00,34998.0,336.0,27.18
2017/8/1 22:00,34204.0,309.0,27.09
2017/8/1 23:00,32533.0,276.0,26.7
2017/8/2 0:00,30770.0,481.0,25.92
2017/8/2 1:00,29698.0,664.0,25.1
2017/8/2 2:00,29169.0,746.0,25.01
2017/8/2 3:00,28968.0,787.0,24.5
2017/8/2 4:00,28967.0,879.0,24.83
2017/8/2 5:00,29909.0,957.0,26.26
2017/8/2 6:00,32239.0,991.0,27.49
2017/8/2 7:00,35071.0,1101.0,28.04
2017/8/2 8:00,36798.0,1277.0,28.57
2017/8/2 9:00,37174.0,1484.0,28.78
2017/8/2 10:00,37933.0,1602.0,28.78
2017/8/2 11:00,38301.0,1651.0,28.68
2017/8/2 12:00,38330.0,1680.0,28.24
2017/8/2 13:00,38141.0,1651.0,27.97
2017/8/2 14:00,37834.0,1557.0,27.93
2017/8/2 15:00,37435.0,1459.0,27.83
2017/8/2 16:00,37021.0,1333.0,27.61
2017/8/2 17:00,36914.0,1143.0,27.95
2017/8/2 18:00,36682.0,900.0,27.92
2017/8/2 19:00,36228.0,662.0,27.91
2017/8/2 20:00,35458.0,457.0,27.65
2017/8/2 21:00,35172.0,363.0,27.74
2017/8/2 22:00,34351.0,349.0,27.56
2017/8/2 23:00,32709.0,379.0,27.04
2017/8/3 0:00,30867.0,384.0,26.52
2017/8/3 1:00,29752.0,468.0,25.18
2017/8/3 2:00,29244.0,562.0,23.92
2017/8/3 3:00,29022.0,680.0,22.79
2017/8/3 4:00,29075.0,834.0,22.85
2017/8/3 5:00,30029.0,987.0,24.69
2017/8/3 6:00,32374.0,1138.0,26.48
2017/8/3 7:00,35349.0,1349.0,27.23
2017/8/3 8:00,36997.0,1610.0,27.81
2017/8/3 9:00,37387.0,1875.0,28.19
2017/8/3 10:00,38247.0,2095.0,28.34
2017/8/3 11:00,38727.0,2105.0,28.22
2017/8/3 12:00,38790.0,2127.0,27.42
2017/8/3 13:00,38578.0,2267.0,26.71
2017/8/3 14:00,38371.0,2359.0,26.59
2017/8/3 15:00,38010.0,2457.0,26.44
2017/8/3 16:00,37577.0,2623.0,26.09
2017/8/3 17:00,37571.0,2636.0,26.27
2017/8/3 18:00,37213.0,2619.0,26.53
2017/8/3 19:00,36619.0,2591.0,26.88
2017/8/3 20:00,35752.0,2473.0,26.57
2017/8/3 21:00,35355.0,2381.0,26.51
2017/8/3 22:00,34482.0,2450.0,26.25
2017/8/3 23:00,32733.0,2520.0,25.04
2017/8/4 0:00,31057.0,2690.0,24.02
2017/8/4 1:00,29919.0,2660.0,21.68
2017/8/4 2:00,29377.0,2584.0,20.98
2017/8/4 3:00,29126.0,2513.0,20.04
2017/8/4 4:00,29079.0,2465.0,20.06
2017/8/4 5:00,29995.0,2338.0,23.01
2017/8/4 6:00,32356.0,2251.0,25.69
2017/8/4 7:00,35555.0,2215.0,26.23
2017/8/4 8:00,37410.0,2335.0,26.61
2017/8/4 9:00,38484.0,2569.0,26.72
2017/8/4 10:00,38990.0,2851.0,26.51
2017/8/4 11:00,38871.0,3101.0,25.87
2017/8/4 12:00,38548.0,3274.0,25.66
2017/8/4 13:00,38191.0,3471.0,25.51
2017/8/4 14:00,37807.0,3587.0,25.2
2017/8/4 15:00,37345.0,3685.0,25.17
2017/8/4 16:00,36814.0,3770.0,24.58
2017/8/4 17:00,36675.0,3705.0,24.88
2017/8/4 18:00,36514.0,3658.0,25.96
2017/8/4 19:00,35862.0,3611.0,25.88
2017/8/4 20:00,34794.0,3570.0,25.05
2017/8/4 21:00,34447.0,3509.0,24.93
2017/8/4 22:00,33759.0,3498.0,24.55
2017/8/4 23:00,32461.0,3533.0,23.65
2017/8/5 0:00,30639.0,3438.0,23.51
2017/8/5 1:00,29564.0,3365.0,22.07
2017/8/5 2:00,29068.0,3235.0,21.19
2017/8/5 3:00,28752.0,3093.0,21.08
2017/8/5 4:00,28491.0,2980.0,20.44
2017/8/5 5:00,28360.0,2840.0,20.29
2017/8/5 6:00,28974.0,2788.0,21.97
2017/8/5 7:00,30325.0,2736.0,23.08
2017/8/5 8:00,31953.0,2745.0,24.01
2017/8/5 9:00,33557.0,2766.0,24.84
2017/8/5 10:00,34484.0,2785.0,25.15
2017/8/5 11:00,34645.0,2821.0,25.12
2017/8/5 12:00,34264.0,2849.0,24.53
2017/8/5 13:00,34084.0,2897.0,21.95
2017/8/5 14:00,33812.0,2874.0,22.04
2017/8/5 15:00,33709.0,2794.0,23.71
2017/8/5 16:00,33847.0,2670.0,24.56
2017/8/5 17:00,34220.0,2480.0,25.26
2017/8/5 18:00,34294.0,2292.0,25.42
2017/8/5 19:00,33813.0,2006.0,25.43
2017/8/5 20:00,33231.0,1773.0,25.41
2017/8/5 21:00,33162.0,1625.0,25.44
2017/8/5 22:00,32710.0,1591.0,25.28
2017/8/5 23:00,31550.0,1660.0,24.86
2017/8/6 0:00,30234.0,1781.0,24.05
2017/8/6 1:00,29217.0,1827.0,20.41
2017/8/6 2:00,28701.0,1915.0,17.53
2017/8/6 3:00,28326.0,2020.0,16.19
2017/8/6 4:00,27998.0,2149.0,11.98
2017/8/6 5:00,27797.0,2226.0,10.74
2017/8/6 6:00,28176.0,2336.0,10.17
2017/8/6 7:00,29203.0,2420.0,15.98
2017/8/6 8:00,30458.0,2633.0,20.09
2017/8/6 9:00,31899.0,2860.0,20.61
2017/8/6 10:00,33070.0,3049.0,21.6
2017/8/6 11:00,33682.0,3195.0,21.93
2017/8/6 12:00,33788.0,3256.0,22.15
2017/8/6 13:00,33815.0,3316.0,20.37
2017/8/6 14:00,33667.0,3279.0,20.16
2017/8/6 15:00,33692.0,3223.0,20.24
2017/8/6 16:00,33859.0,3100.0,21.24
2017/8/6 17:00,34307.0,2830.0,21.78
2017/8/6 18:00,34548.0,2487.0,25.09
2017/8/6 19:00,34410.0,2076.0,25.4
2017/8/6 20:00,34126.0,1670.0,25.52
2017/8/6 21:00,34227.0,1400.0,26.16
2017/8/6 22:00,33729.0,1282.0,26.05
2017/8/6 23:00,32252.0,1230.0,25.4
2017/8/7 0:00,31056.0,1175.0,25.53
2017/8/7 1:00,30032.0,1078.0,24.97
2017/8/7 2:00,29727.0,961.0,24.77
2017/8/7 3:00,29524.0,840.0,24.2
2017/8/7 4:00,29612.0,786.0,24.39
2017/8/7 5:00,30652.0,781.0,25.78
2017/8/7 6:00,33216.0,786.0,26.67
2017/8/7 7:00,36263.0,806.0,27.46
2017/8/7 8:00,37607.0,893.0,27.91
2017/8/7 9:00,38460.0,1202.0,27.86
2017/8/7 10:00,38962.0,1642.0,27.6
2017/8/7 11:00,39130.0,1950.0,27.38
2017/8/7 12:00,38955.0,2178.0,26.96
2017/8/7 13:00,38919.0,2452.0,26.93
2017/8/7 14:00,38770.0,2554.0,27.02
2017/8/7 15:00,38296.0,2462.0,26.99
2017/8/7 16:00,37796.0,2231.0,26.9
2017/8/7 17:00,37786.0,1820.0,27.63
2017/8/7 18:00,37537.0,1362.0,28.62
2017/8/7 19:00,37121.0,992.0,28.57
2017/8/7 20:00,36365.0,753.0,27.4
2017/8/7 21:00,35989.0,636.0,26.97
2017/8/7 22:00,35087.0,597.0,26.68
2017/8/7 23:00,33275.0,603.0,26.11
2017/8/8 0:00,31641.0,396.0,26.06
2017/8/8 1:00,30599.0,382.0,25.49
2017/8/8 2:00,30029.0,330.0,24.68
2017/8/8 3:00,29845.0,299.0,24.04
2017/8/8 4:00,29855.0,314.0,24.12
2017/8/8 5:00,30861.0,337.0,25.97
2017/8/8 6:00,33394.0,309.0,26.71
2017/8/8 7:00,36832.0,296.0,27.27
2017/8/8 8:00,38409.0,311.0,28.08
2017/8/8 9:00,38976.0,365.0,28.38
2017/8/8 10:00,39339.0,481.0,28.28
2017/8/8 11:00,39540.0,636.0,28.25
